,time,cpu_avg,power_all,power_cpu,power_gpu,%CPU,%mem
8536,20:37:20,0.01253,3.27748,3.27748,0.0,1.0,7.0
8537,20:37:21,0.02,3.21811,3.21811,0.0,1.0,7.0
8538,20:37:22,0.01253,3.27748,3.27748,0.0,1.0,7.0
8539,20:37:23,0.0125,3.27776,3.27776,0.0,1.0,7.0
8540,20:37:24,0.03509,3.12962,3.12962,0.0,1.0,7.0
8541,20:37:25,0.01253,3.27748,3.27748,0.0,1.0,7.0
8542,20:37:26,0.01253,3.27748,3.27748,0.0,1.0,7.0
8543,20:37:27,0.01754,3.23637,3.23637,0.0,1.0,7.0
8544,20:37:28,0.01253,3.27748,3.27748,0.0,1.0,7.0
8545,20:37:29,0.01496,3.25688,3.25688,0.0,1.0,7.0
8546,20:37:30,0.02256,3.20034,3.20034,0.0,1.0,7.0
8548,20:37:32,0.01746,3.23704,3.23704,0.0,1.0,7.0
8549,20:37:33,0.01759,3.23603,3.23603,0.0,1.0,7.0
8550,20:37:34,0.01496,3.25688,3.25688,0.0,1.0,7.0
8551,20:37:35,0.02506,3.18408,3.18408,0.0,1.0,7.0
8552,20:37:36,0.02,3.21811,3.21811,0.0,1.0,7.0
8553,20:37:37,0.0125,3.27776,3.27776,0.0,1.0,7.0
8554,20:37:38,0.01256,3.27721,3.27721,0.0,1.0,7.0
8555,20:37:39,0.01759,3.23603,3.23603,0.0,1.0,7.0
8556,20:37:40,0.02506,3.18408,3.18408,0.0,1.0,7.0
8557,20:37:41,0.02757,3.16894,3.16894,0.0,1.0,7.0
8558,20:37:42,0.02244,3.2011,3.2011,0.0,1.0,7.0
8559,20:37:43,0.01253,3.27748,3.27748,0.0,1.0,7.0
8560,20:37:44,0.01005,3.29985,3.29985,0.0,1.0,7.0
8561,20:37:45,0.01754,3.23637,3.23637,0.0,1.0,7.0
8562,20:37:46,0.02757,3.16894,3.16894,0.0,1.0,7.0
8563,20:37:47,0.015,3.25657,3.25657,0.0,1.0,7.0
8564,20:37:48,0.00998,3.30055,3.30055,0.0,1.0,7.0
8565,20:37:49,0.01005,3.29985,3.29985,0.0,1.0,7.0
8567,20:37:51,0.01759,3.23603,3.23603,0.0,1.0,7.0
8568,20:37:52,0.02506,3.18408,3.18408,0.0,1.0,7.0
8569,20:37:53,0.03242,3.14257,3.14257,0.0,1.0,7.0
8570,20:37:54,0.01759,3.23603,3.23603,0.0,1.0,7.0
8571,20:37:55,0.0125,3.27776,3.27776,0.0,1.0,7.0
8572,20:37:56,0.01005,3.29985,3.29985,0.0,1.0,7.0
8573,20:37:57,0.01759,3.23603,3.23603,0.0,1.0,7.0
8574,20:37:58,0.02743,3.16974,3.16974,0.0,1.0,7.0
8575,20:37:59,0.03008,3.15484,3.15484,0.0,1.0,7.0
8576,20:38:00,0.02,3.21811,3.21811,0.0,1.0,7.0
8577,20:38:01,0.01504,3.25626,3.25626,0.0,1.0,7.0
8578,20:38:02,0.01746,3.23704,3.23704,0.0,1.0,7.0
8579,20:38:03,0.01754,3.23637,3.23637,0.0,1.0,7.0
8580,20:38:04,0.02764,3.16853,3.16853,0.0,1.0,7.0
8581,20:38:05,0.0125,3.27776,3.27776,0.0,1.0,7.0
8582,20:38:06,0.0075,3.32433,3.32433,0.0,1.0,7.0
8584,20:38:08,0.015,3.25657,3.25657,0.0,1.0,7.0
8585,20:38:09,0.01754,3.23637,3.23637,0.0,1.0,7.0
8586,20:38:10,0.03242,3.14257,3.14257,0.0,1.0,7.0
8587,20:38:11,0.015,3.25657,3.25657,0.0,1.0,7.0
8588,20:38:12,0.01256,3.27721,3.27721,0.0,1.0,7.0
8589,20:38:13,0.0125,3.27776,3.27776,0.0,1.0,7.0
8590,20:38:14,0.0175,3.23671,3.23671,0.0,1.0,7.0
8591,20:38:15,0.0401,3.10805,3.10805,0.0,1.0,7.0
8592,20:38:16,0.015,3.25657,3.25657,0.0,1.0,7.0
8593,20:38:17,0.01003,3.30009,3.30009,0.0,1.0,7.0
8594,20:38:18,0.01508,3.25595,3.25595,0.0,1.0,7.0
8595,20:38:19,0.01253,3.27748,3.27748,0.0,1.0,7.0
8596,20:38:20,0.025,3.18448,3.18448,0.0,1.0,7.0
8597,20:38:21,0.0401,3.10805,3.10805,0.0,1.0,7.0
8598,20:38:22,0.01496,3.25688,3.25688,0.0,1.0,7.0
8599,20:38:23,0.015,3.25657,3.25657,0.0,1.0,7.0
8600,20:38:24,0.02,3.21811,3.21811,0.0,1.0,7.0
8601,20:38:25,0.005,3.34985,3.34985,0.0,1.0,7.0
8602,20:38:26,0.00752,3.32415,3.32415,0.0,1.0,7.0
8604,20:38:28,0.015,3.25657,3.25657,0.0,1.0,7.0
8605,20:38:29,0.01496,3.25688,3.25688,0.0,1.0,7.0
8606,20:38:30,0.02,3.21811,3.21811,0.0,1.0,7.0
8607,20:38:31,0.015,3.25657,3.25657,0.0,1.0,7.0
8608,20:38:32,0.02506,3.18408,3.18408,0.0,1.0,7.0
8609,20:38:33,0.02,3.21811,3.21811,0.0,1.0,7.0
8610,20:38:34,0.01005,3.29985,3.29985,0.0,1.0,7.0
8611,20:38:35,0.01496,3.25688,3.25688,0.0,1.0,7.0
8612,20:38:36,0.02005,3.21775,3.21775,0.0,1.0,7.0
8613,20:38:37,0.02764,3.16853,3.16853,0.0,1.0,7.0
8614,20:38:38,0.01496,3.25688,3.25688,0.0,1.0,7.0
8615,20:38:39,0.02,3.21811,3.21811,0.0,1.0,7.0
8616,20:38:40,0.01253,3.27748,3.27748,0.0,1.0,7.0
8617,20:38:41,0.01253,3.27748,3.27748,0.0,1.0,7.0
8618,20:38:42,0.0375,3.1188,3.1188,0.0,1.0,7.0
8619,20:38:43,0.01253,3.27748,3.27748,0.0,1.0,7.0
8620,20:38:44,0.00998,3.30055,3.30055,0.0,1.0,7.0
8621,20:38:45,0.01003,3.30009,3.30009,0.0,1.0,7.0
8623,20:38:47,0.01253,3.27748,3.27748,0.0,1.0,7.0
8624,20:38:48,0.03509,3.12962,3.12962,0.0,1.0,7.0
8625,20:38:49,0.01003,3.30009,3.30009,0.0,1.0,7.0
8626,20:38:50,0.01253,3.27748,3.27748,0.0,1.0,7.0
8627,20:38:51,0.02005,3.21775,3.21775,0.0,1.0,7.0
8628,20:38:52,0.01496,3.25688,3.25688,0.0,1.0,7.0
8629,20:38:53,0.02015,3.21702,3.21702,0.0,1.0,7.0
8630,20:38:54,0.04261,3.09852,3.09852,0.0,1.0,7.0
8631,20:38:55,0.015,3.25657,3.25657,0.0,1.0,7.0
8632,20:38:56,0.01005,3.29985,3.29985,0.0,1.0,7.0
8633,20:38:57,0.01759,3.23603,3.23603,0.0,1.0,7.0
8634,20:38:58,0.0125,3.27776,3.27776,0.0,1.0,7.0
8635,20:38:59,0.03,3.15525,3.15525,0.0,1.0,7.0
8636,20:39:00,0.01754,3.23637,3.23637,0.0,1.0,7.0
8637,20:39:01,0.01504,3.25626,3.25626,0.0,1.0,7.0
8638,20:39:02,0.015,3.25657,3.25657,0.0,1.0,7.0
8639,20:39:03,0.0175,3.23671,3.23671,0.0,1.0,7.0
8640,20:39:04,0.00251,3.37688,3.37688,0.0,1.0,7.0
8642,20:39:06,0.01759,3.23603,3.23603,0.0,1.0,7.0
8643,20:39:07,0.01253,3.27748,3.27748,0.0,1.0,7.0
8644,20:39:08,0.015,3.25657,3.25657,0.0,1.0,7.0
8645,20:39:09,0.02,3.21811,3.21811,0.0,1.0,7.0
8646,20:39:10,0.02506,3.18408,3.18408,0.0,1.0,7.0
8647,20:39:11,0.02764,3.16853,3.16853,0.0,1.0,7.0
8648,20:39:12,0.02256,3.20034,3.20034,0.0,1.0,7.0
8649,20:39:13,0.01008,3.29962,3.29962,0.0,1.0,7.0
8650,20:39:14,0.01754,3.23637,3.23637,0.0,1.0,7.0
8651,20:39:15,0.02,3.21811,3.21811,0.0,1.0,7.0
8652,20:39:16,0.0325,3.14216,3.14216,0.0,1.0,7.0
8653,20:39:17,0.01003,3.30009,3.30009,0.0,1.0,7.0
8654,20:39:18,0.01759,3.23603,3.23603,0.0,1.0,7.0
8655,20:39:19,0.0125,3.27776,3.27776,0.0,1.0,7.0
8656,20:39:20,0.01253,3.27748,3.27748,0.0,1.0,7.0
8657,20:39:21,0.02506,3.18408,3.18408,0.0,1.0,7.0
8658,20:39:22,0.005,3.34985,3.34985,0.0,1.0,7.0
8660,20:39:24,0.02005,3.21775,3.21775,0.0,1.0,7.0
8661,20:39:25,0.015,3.25657,3.25657,0.0,1.0,7.0
8662,20:39:26,0.0125,3.27776,3.27776,0.0,1.0,7.0
8663,20:39:27,0.03769,3.11799,3.11799,0.0,1.0,7.0
8664,20:39:28,0.02506,3.18408,3.18408,0.0,1.0,7.0
8665,20:39:29,0.01253,3.27748,3.27748,0.0,1.0,7.0
8666,20:39:30,0.02244,3.2011,3.2011,0.0,1.0,7.0
8667,20:39:31,0.015,3.25657,3.25657,0.0,1.0,7.0
8668,20:39:32,0.0125,3.27776,3.27776,0.0,1.0,7.0
8669,20:39:33,0.03266,3.14134,3.14134,0.0,1.0,7.0
8670,20:39:34,0.01005,3.29985,3.29985,0.0,1.0,7.0
8671,20:39:35,0.015,3.25657,3.25657,0.0,1.0,7.0
8672,20:39:36,0.01508,3.25595,3.25595,0.0,1.0,7.0
8673,20:39:37,0.0125,3.27776,3.27776,0.0,1.0,7.0
8674,20:39:39,0.03,3.15525,3.15525,0.0,1.0,7.0
8675,20:39:40,0.02244,3.2011,3.2011,0.0,1.0,7.0
8676,20:39:41,0.01253,3.27748,3.27748,0.0,1.0,7.0
8677,20:39:42,0.01253,3.27748,3.27748,0.0,1.0,7.0
8679,20:39:44,0.01003,3.30009,3.30009,0.0,1.0,7.0
8680,20:39:45,0.0225,3.20072,3.20072,0.0,1.0,7.0
8681,20:39:46,0.02,3.21811,3.21811,0.0,1.0,7.0
8682,20:39:47,0.01746,3.23704,3.23704,0.0,1.0,7.0
8683,20:39:48,0.01253,3.27748,3.27748,0.0,1.0,7.0
8684,20:39:49,0.01754,3.23637,3.23637,0.0,1.0,7.0
8685,20:39:50,0.02743,3.16974,3.16974,0.0,1.0,7.0
8686,20:39:51,0.01005,3.29985,3.29985,0.0,1.0,7.0
8687,20:39:52,0.02,3.21811,3.21811,0.0,1.0,7.0
8688,20:39:53,0.015,3.25657,3.25657,0.0,1.0,7.0
8689,20:39:54,0.01496,3.25688,3.25688,0.0,1.0,7.0
8690,20:39:55,0.0375,3.1188,3.1188,0.0,1.0,7.0
8691,20:39:56,0.02757,3.16894,3.16894,0.0,1.0,7.0
8692,20:39:57,0.015,3.25657,3.25657,0.0,1.0,7.0
8693,20:39:58,0.01754,3.23637,3.23637,0.0,1.0,7.0
8694,20:39:59,0.01253,3.27748,3.27748,0.0,1.0,7.0
8695,20:40:00,0.01005,3.29985,3.29985,0.0,1.0,7.0
8697,20:40:02,0.015,3.25657,3.25657,0.0,1.0,7.0
8698,20:40:03,0.01256,3.27721,3.27721,0.0,1.0,7.0
8699,20:40:04,0.02005,3.21775,3.21775,0.0,1.0,7.0
8700,20:40:05,0.0125,3.27776,3.27776,0.0,1.0,7.0
8701,20:40:06,0.0125,3.27776,3.27776,0.0,5.0,7.0
8702,20:40:07,0.03769,3.11799,3.11799,0.0,1.0,7.0
8703,20:40:08,0.025,3.18448,3.18448,0.0,1.0,7.0
8704,20:40:09,0.01253,3.27748,3.27748,0.0,1.0,7.0
8705,20:40:10,0.02005,3.21775,3.21775,0.0,1.0,7.0
8706,20:40:11,0.015,3.25657,3.25657,0.0,1.0,7.0
8707,20:40:12,0.01253,3.27748,3.27748,0.0,1.0,7.0
8708,20:40:13,0.02757,3.16894,3.16894,0.0,1.0,7.0
8709,20:40:14,0.02261,3.19996,3.19996,0.0,1.0,7.0
8710,20:40:15,0.02,3.21811,3.21811,0.0,1.0,7.0
8711,20:40:16,0.02,3.21811,3.21811,0.0,1.0,7.0
8712,20:40:17,0.01253,3.27748,3.27748,0.0,1.0,7.0
8713,20:40:18,0.0125,3.27776,3.27776,0.0,1.0,7.0
8715,20:40:20,0.00501,3.34972,3.34972,0.0,1.0,7.0
8716,20:40:21,0.01995,3.21847,3.21847,0.0,1.0,7.0
8717,20:40:22,0.02244,3.2011,3.2011,0.0,1.0,7.0
8718,20:40:23,0.01005,3.29985,3.29985,0.0,1.0,7.0
8719,20:40:24,0.0125,3.27776,3.27776,0.0,3.0,7.0
8720,20:40:25,0.02,3.21811,3.21811,0.0,1.0,7.0
8721,20:40:26,0.03008,3.15484,3.15484,0.0,1.0,7.0
8722,20:40:27,0.01253,3.27748,3.27748,0.0,1.0,7.0
8723,20:40:28,0.02,3.21811,3.21811,0.0,1.0,7.0
8724,20:40:29,0.01253,3.27748,3.27748,0.0,1.0,7.0
8725,20:40:30,0.015,3.25657,3.25657,0.0,1.0,7.0
8726,20:40:31,0.03769,3.11799,3.11799,0.0,1.0,7.0
8727,20:40:32,0.01005,3.29985,3.29985,0.0,1.0,7.0
8728,20:40:33,0.0125,3.27776,3.27776,0.0,1.0,7.0
8729,20:40:34,0.02,3.21811,3.21811,0.0,1.0,7.0
8730,20:40:35,0.00756,3.32377,3.32377,0.0,1.0,7.0
8731,20:40:36,0.03,3.15525,3.15525,0.0,1.0,7.0
8732,20:40:37,0.01754,3.23637,3.23637,0.0,1.0,7.0
8734,20:40:39,0.01,3.30032,3.30032,0.0,1.0,7.0
8735,20:40:40,0.01,3.30032,3.30032,0.0,1.0,7.0
8736,20:40:41,0.015,3.25657,3.25657,0.0,1.0,7.0
8737,20:40:42,0.0201,3.21739,3.21739,0.0,1.0,7.0
8738,20:40:43,0.035,3.13003,3.13003,0.0,1.0,7.0
8739,20:40:44,0.015,3.25657,3.25657,0.0,1.0,7.0
8740,20:40:45,0.01496,3.25688,3.25688,0.0,1.0,7.0
8741,20:40:46,0.01759,3.23603,3.23603,0.0,1.0,7.0
8742,20:40:47,0.01496,3.25688,3.25688,0.0,1.0,7.0
8743,20:40:48,0.03008,3.15484,3.15484,0.0,1.0,7.0
8744,20:40:49,0.01754,3.23637,3.23637,0.0,1.0,7.0
8745,20:40:50,0.0125,3.27776,3.27776,0.0,1.0,7.0
8746,20:40:51,0.01253,3.27748,3.27748,0.0,1.0,7.0
8747,20:40:52,0.01754,3.23637,3.23637,0.0,1.0,7.0
8748,20:40:53,0.03242,3.14257,3.14257,0.0,1.0,7.0
8749,20:40:54,0.01496,3.25688,3.25688,0.0,1.0,7.0
8750,20:40:55,0.02005,3.21775,3.21775,0.0,1.0,7.0
8751,20:40:56,0.01005,3.29985,3.29985,0.0,1.0,7.0
8753,20:40:58,0.01496,3.25688,3.25688,0.0,1.0,7.0
8754,20:40:59,0.02256,3.20034,3.20034,0.0,1.0,7.0
8755,20:41:00,0.01253,3.27748,3.27748,0.0,1.0,7.0
8756,20:41:01,0.0225,3.20072,3.20072,0.0,1.0,7.0
8757,20:41:02,0.01253,3.27748,3.27748,0.0,1.0,7.0
8758,20:41:03,0.01253,3.27748,3.27748,0.0,1.0,7.0
8759,20:41:04,0.03266,3.14134,3.14134,0.0,1.0,7.0
8760,20:41:05,0.02256,3.20034,3.20034,0.0,1.0,7.0
8761,20:41:06,0.02256,3.20034,3.20034,0.0,1.0,7.0
8762,20:41:07,0.02,3.21811,3.21811,0.0,1.0,7.0
8763,20:41:08,0.015,3.25657,3.25657,0.0,1.0,7.0
8764,20:41:09,0.0125,3.27776,3.27776,0.0,1.0,7.0
8765,20:41:10,0.01508,3.25595,3.25595,0.0,1.0,7.0
8766,20:41:11,0.03008,3.15484,3.15484,0.0,1.0,7.0
8767,20:41:12,0.01253,3.27748,3.27748,0.0,1.0,7.0
8768,20:41:13,0.01746,3.23704,3.23704,0.0,1.0,7.0
8769,20:41:14,0.01253,3.27748,3.27748,0.0,1.0,7.0
8771,20:41:16,0.01995,3.21847,3.21847,0.0,1.0,7.0
8772,20:41:17,0.02,3.21811,3.21811,0.0,1.0,7.0
8773,20:41:18,0.01253,3.27748,3.27748,0.0,1.0,7.0
8774,20:41:19,0.01759,3.23603,3.23603,0.0,1.0,7.0
8775,20:41:20,0.0125,3.27776,3.27776,0.0,1.0,7.0
8776,20:41:21,0.015,3.25657,3.25657,0.0,1.0,7.0
8777,20:41:22,0.03509,3.12962,3.12962,0.0,1.0,7.0
8778,20:41:23,0.01496,3.25688,3.25688,0.0,1.0,7.0
8779,20:41:24,0.01253,3.27748,3.27748,0.0,1.0,7.0
8780,20:41:25,0.01754,3.23637,3.23637,0.0,1.0,7.0
8781,20:41:26,0.01003,3.30009,3.30009,0.0,1.0,7.0
8782,20:41:27,0.02261,3.19996,3.19996,0.0,1.0,7.0
8783,20:41:28,0.03509,3.12962,3.12962,0.0,1.0,7.0
8784,20:41:29,0.01253,3.27748,3.27748,0.0,1.0,7.0
8785,20:41:30,0.01253,3.27748,3.27748,0.0,1.0,7.0
8786,20:41:31,0.02,3.21811,3.21811,0.0,1.0,7.0
8787,20:41:32,0.01496,3.25688,3.25688,0.0,1.0,7.0
8789,20:41:34,0.01754,3.23637,3.23637,0.0,1.0,7.0
8790,20:41:35,0.0,3.40568,3.40568,0.0,1.0,7.0
8791,20:41:36,0.01496,3.25688,3.25688,0.0,1.0,7.0
8792,20:41:37,0.01754,3.23637,3.23637,0.0,1.0,7.0
8793,20:41:38,0.01253,3.27748,3.27748,0.0,1.0,7.0
8794,20:41:39,0.02506,3.18408,3.18408,0.0,1.0,7.0
8795,20:41:40,0.01754,3.23637,3.23637,0.0,1.0,7.0
8796,20:41:41,0.01253,3.27748,3.27748,0.0,1.0,7.0
8797,20:41:42,0.01496,3.25688,3.25688,0.0,1.0,7.0
8798,20:41:43,0.01754,3.23637,3.23637,0.0,1.0,7.0
8799,20:41:44,0.02743,3.16974,3.16974,0.0,1.0,7.0
8800,20:41:45,0.01496,3.25688,3.25688,0.0,1.0,7.0
8801,20:41:46,0.02005,3.21775,3.21775,0.0,1.0,7.0
8802,20:41:47,0.015,3.25657,3.25657,0.0,1.0,7.0
8803,20:41:48,0.00756,3.32377,3.32377,0.0,1.0,7.0
8804,20:41:49,0.03509,3.12962,3.12962,0.0,1.0,7.0
8805,20:41:50,0.02764,3.16853,3.16853,0.0,1.0,7.0
8806,20:41:51,0.015,3.25657,3.25657,0.0,1.0,7.0
8807,20:41:52,0.0201,3.21739,3.21739,0.0,1.0,7.0
8809,20:41:54,0.0125,3.27776,3.27776,0.0,1.0,7.0
8810,20:41:55,0.0075,3.32433,3.32433,0.0,1.0,7.0
8811,20:41:56,0.02757,3.16894,3.16894,0.0,1.0,7.0
8812,20:41:57,0.01253,3.27748,3.27748,0.0,1.0,7.0
8813,20:41:58,0.02,3.21811,3.21811,0.0,1.0,7.0
8814,20:41:59,0.01003,3.30009,3.30009,0.0,1.0,7.0
8815,20:42:00,0.015,3.25657,3.25657,0.0,1.0,7.0
8816,20:42:01,0.03741,3.11921,3.11921,0.0,1.0,7.0
8817,20:42:02,0.01253,3.27748,3.27748,0.0,1.0,7.0
8818,20:42:03,0.01005,3.29985,3.29985,0.0,1.0,7.0
8819,20:42:04,0.02,3.21811,3.21811,0.0,1.0,7.0
8820,20:42:05,0.0125,3.27776,3.27776,0.0,1.0,7.0
8821,20:42:06,0.02256,3.20034,3.20034,0.0,1.0,7.0
8822,20:42:07,0.02005,3.21775,3.21775,0.0,1.0,7.0
8823,20:42:08,0.01496,3.25688,3.25688,0.0,1.0,7.0
8824,20:42:09,0.015,3.25657,3.25657,0.0,1.0,7.0
8825,20:42:10,0.01508,3.25595,3.25595,0.0,1.0,7.0
8826,20:42:11,0.02256,3.20034,3.20034,0.0,1.0,7.0
8828,20:42:13,0.01,3.30032,3.30032,0.0,1.0,7.0
8829,20:42:14,0.00748,3.32452,3.32452,0.0,1.0,7.0
8830,20:42:15,0.01504,3.25626,3.25626,0.0,1.0,7.0
8831,20:42:16,0.02005,3.21775,3.21775,0.0,1.0,7.0
8832,20:42:17,0.01003,3.30009,3.30009,0.0,1.0,7.0
8833,20:42:18,0.03008,3.15484,3.15484,0.0,1.0,7.0
8834,20:42:19,0.01508,3.25595,3.25595,0.0,1.0,7.0
8835,20:42:20,0.0125,3.27776,3.27776,0.0,1.0,7.0
8836,20:42:21,0.01005,3.29985,3.29985,0.0,1.0,7.0
8837,20:42:22,0.01754,3.23637,3.23637,0.0,1.0,7.0
8838,20:42:23,0.0275,3.16934,3.16934,0.0,1.0,7.0
8839,20:42:24,0.015,3.25657,3.25657,0.0,1.0,7.0
8840,20:42:25,0.01511,3.25564,3.25564,0.0,1.0,7.0
8841,20:42:26,0.01496,3.25688,3.25688,0.0,1.0,7.0
8842,20:42:27,0.01496,3.25688,3.25688,0.0,1.0,7.0
8843,20:42:28,0.03769,3.11799,3.11799,0.0,1.0,7.0
8844,20:42:29,0.01253,3.27748,3.27748,0.0,1.0,7.0
8845,20:42:30,0.01253,3.27748,3.27748,0.0,1.0,7.0
8847,20:42:32,0.01253,3.27748,3.27748,0.0,1.0,7.0
8848,20:42:33,0.01504,3.25626,3.25626,0.0,1.0,7.0
8849,20:42:34,0.02261,3.19996,3.19996,0.0,1.0,7.0
8850,20:42:35,0.02743,3.16974,3.16974,0.0,2.0,7.0
8851,20:42:36,0.01005,3.29985,3.29985,0.0,1.0,7.0
8852,20:42:37,0.02,3.21811,3.21811,0.0,1.0,7.0
8853,20:42:38,0.01003,3.30009,3.30009,0.0,1.0,7.0
8854,20:42:39,0.015,3.25657,3.25657,0.0,1.0,7.0
8855,20:42:40,0.0375,3.1188,3.1188,0.0,1.0,7.0
8856,20:42:41,0.0125,3.27776,3.27776,0.0,1.0,7.0
8857,20:42:42,0.01253,3.27748,3.27748,0.0,1.0,7.0
8858,20:42:43,0.02,3.21811,3.21811,0.0,1.0,7.0
8859,20:42:44,0.01253,3.27748,3.27748,0.0,1.0,7.0
8860,20:42:45,0.025,3.18448,3.18448,0.0,1.0,7.0
8861,20:42:46,0.0401,3.10805,3.10805,0.0,1.0,7.0
8862,20:42:47,0.01496,3.25688,3.25688,0.0,1.0,7.0
8863,20:42:48,0.01253,3.27748,3.27748,0.0,1.0,7.0
8864,20:42:49,0.01754,3.23637,3.23637,0.0,1.0,7.0
8866,20:42:51,0.0225,3.20072,3.20072,0.0,1.0,7.0
8867,20:42:52,0.01,3.30032,3.30032,0.0,1.0,7.0
8868,20:42:53,0.01253,3.27748,3.27748,0.0,1.0,7.0
8869,20:42:54,0.01496,3.25688,3.25688,0.0,1.0,7.0
8870,20:42:55,0.01511,3.25564,3.25564,0.0,1.0,7.0
8871,20:42:56,0.0125,3.27776,3.27776,0.0,1.0,7.0
8872,20:42:57,0.0325,3.14216,3.14216,0.0,1.0,7.0
8873,20:42:58,0.01511,3.25564,3.25564,0.0,1.0,7.0
8874,20:42:59,0.0125,3.27776,3.27776,0.0,1.0,7.0
8875,20:43:00,0.01253,3.27748,3.27748,0.0,1.0,7.0
8876,20:43:01,0.02005,3.21775,3.21775,0.0,1.0,7.0
8877,20:43:02,0.03008,3.15484,3.15484,0.0,1.0,7.0
8878,20:43:03,0.01741,3.23738,3.23738,0.0,1.0,7.0
8879,20:43:04,0.02,3.21811,3.21811,0.0,1.0,7.0
8880,20:43:05,0.01253,3.27748,3.27748,0.0,1.0,7.0
8881,20:43:06,0.0125,3.27776,3.27776,0.0,1.0,7.0
8882,20:43:07,0.03023,3.15402,3.15402,0.0,1.0,7.0
8884,20:43:09,0.01253,3.27748,3.27748,0.0,1.0,7.0
8885,20:43:10,0.01995,3.21847,3.21847,0.0,1.0,7.0
8886,20:43:11,0.0,3.40568,3.40568,0.0,1.0,7.0
8887,20:43:12,0.01256,3.27721,3.27721,0.0,1.0,7.0
8888,20:43:13,0.0175,3.23671,3.23671,0.0,7.0,7.0
8889,20:43:14,0.03,3.15525,3.15525,0.0,1.0,7.0
8890,20:43:15,0.01504,3.25626,3.25626,0.0,1.0,7.0
8891,20:43:16,0.02494,3.18487,3.18487,0.0,1.0,7.0
8892,20:43:17,0.0125,3.27776,3.27776,0.0,1.0,7.0
8893,20:43:18,0.015,3.25657,3.25657,0.0,1.0,7.0
8894,20:43:19,0.03258,3.14175,3.14175,0.0,1.0,7.0
8895,20:43:20,0.015,3.25657,3.25657,0.0,1.0,7.0
8896,20:43:21,0.01008,3.29962,3.29962,0.0,1.0,7.0
8897,20:43:22,0.02488,3.18526,3.18526,0.0,1.0,7.0
8898,20:43:23,0.01003,3.30009,3.30009,0.0,1.0,7.0
8899,20:43:24,0.0275,3.16934,3.16934,0.0,1.0,7.0
8900,20:43:25,0.01759,3.23603,3.23603,0.0,1.0,7.0
8901,20:43:26,0.0125,3.27776,3.27776,0.0,1.0,7.0
8902,20:43:27,0.01005,3.29985,3.29985,0.0,1.0,7.0
8904,20:43:29,0.0275,3.16934,3.16934,0.0,1.0,7.0
8905,20:43:30,0.00746,3.3247,3.3247,0.0,1.0,7.0
8906,20:43:31,0.02,3.21811,3.21811,0.0,1.0,7.0
8907,20:43:32,0.015,3.25657,3.25657,0.0,1.0,7.0
8908,20:43:33,0.01746,3.23704,3.23704,0.0,1.0,7.0
8909,20:43:34,0.01754,3.23637,3.23637,0.0,1.0,7.0
8910,20:43:35,0.02256,3.20034,3.20034,0.0,1.0,7.0
8911,20:43:36,0.03,3.15525,3.15525,0.0,1.0,7.0
8912,20:43:37,0.01759,3.23603,3.23603,0.0,1.0,7.0
8913,20:43:38,0.01496,3.25688,3.25688,0.0,1.0,7.0
8914,20:43:39,0.01005,3.29985,3.29985,0.0,1.0,7.0
8915,20:43:40,0.01754,3.23637,3.23637,0.0,1.0,7.0
8916,20:43:41,0.02261,3.19996,3.19996,0.0,1.0,7.0
8917,20:43:42,0.025,3.18448,3.18448,0.0,1.0,7.0
8918,20:43:43,0.03769,3.11799,3.11799,0.0,1.0,7.0
8919,20:43:44,0.01005,3.29985,3.29985,0.0,1.0,7.0
8921,20:43:46,0.01754,3.23637,3.23637,0.0,1.0,7.0
8922,20:43:47,0.0125,3.27776,3.27776,0.0,1.0,7.0
8923,20:43:48,0.0075,3.32433,3.32433,0.0,1.0,7.0
8924,20:43:49,0.03008,3.15484,3.15484,0.0,3.0,7.0
8925,20:43:50,0.0125,3.27776,3.27776,0.0,1.0,7.0
8926,20:43:51,0.0125,3.27776,3.27776,0.0,1.0,7.0
8927,20:43:52,0.02244,3.2011,3.2011,0.0,1.0,7.0
8928,20:43:53,0.01005,3.29985,3.29985,0.0,1.0,7.0
8929,20:43:54,0.0275,3.16934,3.16934,0.0,1.0,7.0
8930,20:43:55,0.01754,3.23637,3.23637,0.0,1.0,7.0
8931,20:43:56,0.015,3.25657,3.25657,0.0,1.0,7.0
8932,20:43:57,0.0125,3.27776,3.27776,0.0,1.0,7.0
8933,20:43:58,0.01759,3.23603,3.23603,0.0,1.0,7.0
8934,20:43:59,0.02513,3.18369,3.18369,0.0,1.0,7.0
8935,20:44:00,0.01496,3.25688,3.25688,0.0,1.0,7.0
8936,20:44:01,0.025,3.18448,3.18448,0.0,1.0,7.0
8937,20:44:02,0.01496,3.25688,3.25688,0.0,1.0,7.0
8938,20:44:03,0.015,3.25657,3.25657,0.0,1.0,7.0
8940,20:44:05,0.015,3.25657,3.25657,0.0,1.0,7.0
8941,20:44:06,0.00754,3.32396,3.32396,0.0,1.0,7.0
8942,20:44:07,0.0125,3.27776,3.27776,0.0,1.0,7.0
8943,20:44:08,0.00998,3.30055,3.30055,0.0,1.0,7.0
8944,20:44:09,0.01005,3.29985,3.29985,0.0,1.0,7.0
8945,20:44:10,0.03275,3.14093,3.14093,0.0,1.0,7.0
8946,20:44:11,0.0125,3.27776,3.27776,0.0,1.0,7.0
8947,20:44:12,0.01746,3.23704,3.23704,0.0,1.0,7.0
