,time,cpu_avg,power_all,power_cpu,power_gpu,%CPU,%mem
1160,18:34:20,0.02005,3.21775,3.21775,0.0,5.0,7.0
1161,18:34:21,0.01253,3.27748,3.27748,0.0,5.0,7.0
1162,18:34:22,0.01005,3.29985,3.29985,0.0,5.0,7.0
1163,18:34:23,0.02,3.21811,3.21811,0.0,5.0,7.0
1165,18:34:25,0.01253,3.27748,3.27748,0.0,5.0,7.0
1166,18:34:26,0.03509,3.12962,3.12962,0.0,5.0,7.0
1167,18:34:27,0.01253,3.27748,3.27748,0.0,5.0,7.0
1168,18:34:28,0.01253,3.27748,3.27748,0.0,5.0,7.0
1169,18:34:29,0.01754,3.23637,3.23637,0.0,5.0,7.0
1170,18:34:30,0.015,3.25657,3.25657,0.0,5.0,7.0
1171,18:34:31,0.03008,3.15484,3.15484,0.0,5.0,7.0
1172,18:34:32,0.02,3.21811,3.21811,0.0,5.0,7.0
1173,18:34:33,0.01496,3.25688,3.25688,0.0,5.0,7.0
1174,18:34:34,0.01253,3.27748,3.27748,0.0,5.0,7.0
1175,18:34:35,0.01754,3.23637,3.23637,0.0,5.0,7.0
1176,18:34:36,0.02256,3.20034,3.20034,0.0,5.0,7.0
1177,18:34:37,0.01253,3.27748,3.27748,0.0,5.0,7.0
1178,18:34:38,0.01508,3.25595,3.25595,0.0,5.0,7.0
1179,18:34:39,0.0125,3.27776,3.27776,0.0,5.0,7.0
1180,18:34:40,0.005,3.34985,3.34985,0.0,5.0,7.0
1181,18:34:41,0.01504,3.25626,3.25626,0.0,5.0,7.0
1182,18:34:42,0.0275,3.16934,3.16934,0.0,5.0,7.0
1184,18:34:44,0.02,3.21811,3.21811,0.0,5.0,7.0
1185,18:34:45,0.01003,3.30009,3.30009,0.0,5.0,7.0
1186,18:34:46,0.015,3.25657,3.25657,0.0,5.0,7.0
1187,18:34:47,0.03258,3.14175,3.14175,0.0,5.0,7.0
1188,18:34:48,0.015,3.25657,3.25657,0.0,5.0,7.0
1189,18:34:49,0.01746,3.23704,3.23704,0.0,5.0,7.0
1190,18:34:50,0.02244,3.2011,3.2011,0.0,5.0,7.0
1191,18:34:51,0.015,3.25657,3.25657,0.0,5.0,7.0
1192,18:34:52,0.02256,3.20034,3.20034,0.0,5.0,7.0
1193,18:34:53,0.03,3.15525,3.15525,0.0,5.0,7.0
1194,18:34:54,0.01003,3.30009,3.30009,0.0,5.0,7.0
1195,18:34:55,0.01253,3.27748,3.27748,0.0,5.0,7.0
1196,18:34:56,0.01511,3.25564,3.25564,0.0,5.0,7.0
1197,18:34:57,0.01741,3.23738,3.23738,0.0,5.0,7.0
1198,18:34:58,0.02256,3.20034,3.20034,0.0,5.0,7.0
1199,18:34:59,0.0175,3.23671,3.23671,0.0,5.0,7.0
1200,18:35:00,0.02513,3.18369,3.18369,0.0,5.0,7.0
1202,18:35:02,0.02005,3.21775,3.21775,0.0,5.0,7.0
1203,18:35:03,0.01496,3.25688,3.25688,0.0,5.0,7.0
1204,18:35:04,0.015,3.25657,3.25657,0.0,5.0,7.0
1205,18:35:05,0.03266,3.14134,3.14134,0.0,5.0,7.0
1206,18:35:06,0.03234,3.14298,3.14298,0.0,5.0,7.0
1207,18:35:07,0.01005,3.29985,3.29985,0.0,5.0,7.0
1208,18:35:08,0.01508,3.25595,3.25595,0.0,5.0,7.0
1209,18:35:09,0.01005,3.29985,3.29985,0.0,5.0,7.0
1210,18:35:10,0.01496,3.25688,3.25688,0.0,5.0,7.0
1211,18:35:11,0.03,3.15525,3.15525,0.0,5.0,7.0
1212,18:35:12,0.01256,3.27721,3.27721,0.0,5.0,7.0
1213,18:35:13,0.01496,3.25688,3.25688,0.0,5.0,7.0
1214,18:35:14,0.0201,3.21739,3.21739,0.0,5.0,7.0
1215,18:35:15,0.015,3.25657,3.25657,0.0,5.0,7.0
1216,18:35:16,0.02261,3.19996,3.19996,0.0,5.0,7.0
1217,18:35:17,0.00998,3.30055,3.30055,0.0,5.0,7.0
1218,18:35:18,0.01253,3.27748,3.27748,0.0,5.0,7.0
1219,18:35:19,0.01253,3.27748,3.27748,0.0,5.0,7.0
1221,18:35:21,0.0125,3.27776,3.27776,0.0,5.0,7.0
1222,18:35:22,0.02256,3.20034,3.20034,0.0,5.0,7.0
1223,18:35:23,0.03759,3.1184,3.1184,0.0,5.0,7.0
1224,18:35:24,0.015,3.25657,3.25657,0.0,5.0,7.0
1225,18:35:25,0.0125,3.27776,3.27776,0.0,5.0,7.0
1226,18:35:26,0.01754,3.23637,3.23637,0.0,5.0,7.0
1227,18:35:27,0.01253,3.27748,3.27748,0.0,5.0,7.0
1228,18:35:28,0.02261,3.19996,3.19996,0.0,5.0,7.0
1229,18:35:29,0.02244,3.2011,3.2011,0.0,5.0,7.0
1230,18:35:30,0.015,3.25657,3.25657,0.0,5.0,7.0
1231,18:35:31,0.01005,3.29985,3.29985,0.0,5.0,7.0
1232,18:35:32,0.02005,3.21775,3.21775,0.0,5.0,7.0
1233,18:35:33,0.0325,3.14216,3.14216,0.0,5.0,7.0
1234,18:35:34,0.01005,3.29985,3.29985,0.0,5.0,7.0
1235,18:35:35,0.01759,3.23603,3.23603,0.0,5.0,7.0
1236,18:35:36,0.00748,3.32452,3.32452,0.0,5.0,7.0
1237,18:35:37,0.00503,3.34959,3.34959,0.0,5.0,7.0
1238,18:35:38,0.0225,3.20072,3.20072,0.0,5.0,7.0
1240,18:35:40,0.0275,3.16934,3.16934,0.0,5.0,7.0
1241,18:35:41,0.02005,3.21775,3.21775,0.0,5.0,7.0
1242,18:35:42,0.0125,3.27776,3.27776,0.0,5.0,7.0
1243,18:35:43,0.015,3.25657,3.25657,0.0,5.0,7.0
1244,18:35:44,0.02005,3.21775,3.21775,0.0,5.0,7.0
1245,18:35:45,0.03,3.15525,3.15525,0.0,5.0,7.0
1246,18:35:46,0.015,3.25657,3.25657,0.0,5.0,7.0
1247,18:35:47,0.02244,3.2011,3.2011,0.0,5.0,7.0
1248,18:35:48,0.0125,3.27776,3.27776,0.0,5.0,7.0
1249,18:35:49,0.01253,3.27748,3.27748,0.0,5.0,7.0
1250,18:35:50,0.0375,3.1188,3.1188,0.0,5.0,7.0
1251,18:35:51,0.01496,3.25688,3.25688,0.0,5.0,7.0
1252,18:35:52,0.01005,3.29985,3.29985,0.0,5.0,7.0
1253,18:35:53,0.01754,3.23637,3.23637,0.0,5.0,7.0
1254,18:35:54,0.0125,3.27776,3.27776,0.0,5.0,7.0
1255,18:35:55,0.01003,3.30009,3.30009,0.0,5.0,7.0
1256,18:35:56,0.0325,3.14216,3.14216,0.0,5.0,7.0
1258,18:35:58,0.01253,3.27748,3.27748,0.0,5.0,7.0
1259,18:35:59,0.02005,3.21775,3.21775,0.0,5.0,7.0
1260,18:36:00,0.01253,3.27748,3.27748,0.0,5.0,7.0
1261,18:36:01,0.0175,3.23671,3.23671,0.0,5.0,7.0
1262,18:36:02,0.03266,3.14134,3.14134,0.0,5.0,7.0
1263,18:36:03,0.01741,3.23738,3.23738,0.0,5.0,7.0
1264,18:36:04,0.0125,3.27776,3.27776,0.0,5.0,7.0
1265,18:36:05,0.02005,3.21775,3.21775,0.0,5.0,7.0
1266,18:36:06,0.01256,3.27721,3.27721,0.0,5.0,7.0
1267,18:36:07,0.02757,3.16894,3.16894,0.0,5.0,7.0
1268,18:36:08,0.01754,3.23637,3.23637,0.0,5.0,7.0
1269,18:36:09,0.015,3.25657,3.25657,0.0,5.0,7.0
1270,18:36:10,0.0125,3.27776,3.27776,0.0,5.0,7.0
1271,18:36:11,0.0225,3.20072,3.20072,0.0,5.0,7.0
1272,18:36:12,0.03008,3.15484,3.15484,0.0,5.0,7.0
1273,18:36:13,0.01496,3.25688,3.25688,0.0,5.0,7.0
1274,18:36:14,0.01005,3.29985,3.29985,0.0,5.0,7.0
1275,18:36:15,0.0125,3.27776,3.27776,0.0,5.0,7.0
1276,18:36:16,0.01253,3.27748,3.27748,0.0,5.0,7.0
1278,18:36:18,0.0275,3.16934,3.16934,0.0,5.0,7.0
1279,18:36:19,0.02757,3.16894,3.16894,0.0,5.0,7.0
1280,18:36:20,0.02,3.21811,3.21811,0.0,5.0,7.0
1281,18:36:21,0.01253,3.27748,3.27748,0.0,5.0,7.0
1282,18:36:22,0.01013,3.29914,3.29914,0.0,5.0,7.0
1283,18:36:23,0.0225,3.20072,3.20072,0.0,5.0,7.0
1284,18:36:24,0.02261,3.19996,3.19996,0.0,5.0,7.0
1285,18:36:25,0.01496,3.25688,3.25688,0.0,5.0,7.0
1286,18:36:26,0.01759,3.23603,3.23603,0.0,5.0,7.0
1287,18:36:27,0.01504,3.25626,3.25626,0.0,5.0,7.0
1288,18:36:28,0.0125,3.27776,3.27776,0.0,5.0,7.0
1289,18:36:29,0.03266,3.14134,3.14134,0.0,5.0,7.0
1290,18:36:30,0.01003,3.30009,3.30009,0.0,5.0,7.0
1291,18:36:31,0.01253,3.27748,3.27748,0.0,5.0,7.0
1292,18:36:32,0.02005,3.21775,3.21775,0.0,5.0,7.0
1293,18:36:33,0.00998,3.30055,3.30055,0.0,5.0,7.0
1294,18:36:34,0.00748,3.32452,3.32452,0.0,5.0,7.0
1296,18:36:36,0.02743,3.16974,3.16974,0.0,5.0,7.0
1297,18:36:37,0.01003,3.30009,3.30009,0.0,5.0,7.0
1298,18:36:38,0.02005,3.21775,3.21775,0.0,5.0,7.0
1299,18:36:39,0.015,3.25657,3.25657,0.0,5.0,7.0
1300,18:36:40,0.0125,3.27776,3.27776,0.0,5.0,7.0
1301,18:36:41,0.03509,3.12962,3.12962,0.0,5.0,7.0
1302,18:36:42,0.015,3.25657,3.25657,0.0,5.0,7.0
1303,18:36:43,0.01253,3.27748,3.27748,0.0,5.0,7.0
1304,18:36:44,0.01754,3.23637,3.23637,0.0,5.0,7.0
1305,18:36:45,0.0125,3.27776,3.27776,0.0,5.0,7.0
1306,18:36:46,0.0275,3.16934,3.16934,0.0,5.0,7.0
1307,18:36:47,0.03275,3.14093,3.14093,0.0,5.0,7.0
1308,18:36:48,0.01504,3.25626,3.25626,0.0,5.0,7.0
1309,18:36:49,0.015,3.25657,3.25657,0.0,5.0,7.0
1310,18:36:50,0.02005,3.21775,3.21775,0.0,5.0,7.0
1311,18:36:51,0.01253,3.27748,3.27748,0.0,5.0,7.0
1312,18:36:52,0.0075,3.32433,3.32433,0.0,5.0,7.0
1313,18:36:53,0.02256,3.20034,3.20034,0.0,5.0,7.0
1315,18:36:55,0.01005,3.29985,3.29985,0.0,5.0,7.0
1316,18:36:56,0.01754,3.23637,3.23637,0.0,5.0,7.0
1317,18:36:57,0.01496,3.25688,3.25688,0.0,5.0,7.0
1318,18:36:58,0.03008,3.15484,3.15484,0.0,5.0,7.0
1319,18:36:59,0.01754,3.23637,3.23637,0.0,5.0,7.0
1320,18:37:00,0.0125,3.27776,3.27776,0.0,5.0,7.0
1321,18:37:01,0.01754,3.23637,3.23637,0.0,5.0,7.0
1322,18:37:02,0.02,3.21811,3.21811,0.0,5.0,7.0
1323,18:37:03,0.02256,3.20034,3.20034,0.0,5.0,7.0
1324,18:37:04,0.015,3.25657,3.25657,0.0,5.0,7.0
1325,18:37:05,0.02,3.21811,3.21811,0.0,5.0,7.0
1326,18:37:06,0.0125,3.27776,3.27776,0.0,5.0,7.0
1327,18:37:07,0.015,3.25657,3.25657,0.0,5.0,7.0
1328,18:37:08,0.035,3.13003,3.13003,0.0,5.0,7.0
1329,18:37:09,0.02506,3.18408,3.18408,0.0,5.0,7.0
1330,18:37:10,0.01253,3.27748,3.27748,0.0,5.0,7.0
1331,18:37:11,0.00499,3.34998,3.34998,0.0,5.0,7.0
1332,18:37:12,0.01005,3.29985,3.29985,0.0,5.0,7.0
1334,18:37:14,0.02005,3.21775,3.21775,0.0,5.0,7.0
1335,18:37:15,0.0325,3.14216,3.14216,0.0,5.0,7.0
1336,18:37:16,0.01496,3.25688,3.25688,0.0,5.0,7.0
1337,18:37:17,0.02,3.21811,3.21811,0.0,5.0,7.0
1338,18:37:18,0.01256,3.27721,3.27721,0.0,5.0,7.0
1339,18:37:19,0.01003,3.30009,3.30009,0.0,5.0,7.0
1340,18:37:20,0.03759,3.1184,3.1184,0.0,5.0,7.0
1341,18:37:21,0.02743,3.16974,3.16974,0.0,5.0,7.0
1342,18:37:22,0.03,3.15525,3.15525,0.0,5.0,7.0
1343,18:37:23,0.0225,3.20072,3.20072,0.0,5.0,7.0
1344,18:37:24,0.01003,3.30009,3.30009,0.0,5.0,7.0
1345,18:37:25,0.01253,3.27748,3.27748,0.0,5.0,7.0
1346,18:37:26,0.02,3.21811,3.21811,0.0,5.0,7.0
1347,18:37:27,0.02757,3.16894,3.16894,0.0,5.0,7.0
1348,18:37:28,0.01253,3.27748,3.27748,0.0,5.0,7.0
1349,18:37:29,0.0075,3.32433,3.32433,0.0,5.0,7.0
1350,18:37:30,0.01496,3.25688,3.25688,0.0,5.0,7.0
1352,18:37:32,0.02244,3.2011,3.2011,0.0,5.0,7.0
1353,18:37:33,0.0275,3.16934,3.16934,0.0,5.0,7.0
1354,18:37:34,0.01005,3.29985,3.29985,0.0,5.0,7.0
1355,18:37:35,0.02,3.21811,3.21811,0.0,5.0,7.0
1356,18:37:36,0.015,3.25657,3.25657,0.0,5.0,7.0
1357,18:37:37,0.0125,3.27776,3.27776,0.0,5.0,7.0
1358,18:37:38,0.03509,3.12962,3.12962,0.0,5.0,7.0
1359,18:37:39,0.01253,3.27748,3.27748,0.0,5.0,7.0
1360,18:37:40,0.0125,3.27776,3.27776,0.0,5.0,7.0
1361,18:37:41,0.01754,3.23637,3.23637,0.0,5.0,7.0
1362,18:37:42,0.01253,3.27748,3.27748,0.0,5.0,7.0
1363,18:37:43,0.02256,3.20034,3.20034,0.0,5.0,7.0
1364,18:37:44,0.02,3.21811,3.21811,0.0,5.0,7.0
1365,18:37:45,0.01253,3.27748,3.27748,0.0,5.0,7.0
1366,18:37:46,0.015,3.25657,3.25657,0.0,5.0,7.0
1367,18:37:47,0.02005,3.21775,3.21775,0.0,5.0,7.0
1368,18:37:48,0.01995,3.21847,3.21847,0.0,5.0,7.0
1369,18:37:49,0.00752,3.32415,3.32415,0.0,5.0,7.0
1371,18:37:51,0.01253,3.27748,3.27748,0.0,5.0,7.0
1372,18:37:52,0.01496,3.25688,3.25688,0.0,5.0,7.0
1373,18:37:53,0.02,3.21811,3.21811,0.0,5.0,7.0
1374,18:37:54,0.01746,3.23704,3.23704,0.0,5.0,7.0
1375,18:37:55,0.02506,3.18408,3.18408,0.0,5.0,7.0
1376,18:37:56,0.03518,3.12921,3.12921,0.0,5.0,7.0
1377,18:37:57,0.03,3.15525,3.15525,0.0,5.0,7.0
1378,18:37:58,0.0125,3.27776,3.27776,0.0,5.0,7.0
1379,18:37:59,0.02,3.21811,3.21811,0.0,5.0,7.0
1380,18:38:00,0.015,3.25657,3.25657,0.0,5.0,7.0
1381,18:38:01,0.01504,3.25626,3.25626,0.0,5.0,7.0
1382,18:38:02,0.03509,3.12962,3.12962,0.0,5.0,7.0
1383,18:38:03,0.01253,3.27748,3.27748,0.0,5.0,7.0
1384,18:38:04,0.01003,3.30009,3.30009,0.0,5.0,7.0
1385,18:38:05,0.02,3.21811,3.21811,0.0,5.0,7.0
1386,18:38:06,0.01003,3.30009,3.30009,0.0,5.0,7.0
1387,18:38:07,0.0,3.40568,3.40568,0.0,5.0,7.0
1389,18:38:09,0.01746,3.23704,3.23704,0.0,5.0,7.0
1390,18:38:10,0.01496,3.25688,3.25688,0.0,5.0,7.0
1391,18:38:11,0.01746,3.23704,3.23704,0.0,5.0,7.0
1392,18:38:12,0.01256,3.27721,3.27721,0.0,5.0,7.0
1393,18:38:13,0.0275,3.16934,3.16934,0.0,5.0,7.0
1394,18:38:14,0.04261,3.09852,3.09852,0.0,5.0,7.0
1395,18:38:15,0.0275,3.16934,3.16934,0.0,5.0,7.0
1396,18:38:16,0.0275,3.16934,3.16934,0.0,5.0,7.0
1397,18:38:17,0.01005,3.29985,3.29985,0.0,5.0,7.0
1398,18:38:18,0.02,3.21811,3.21811,0.0,5.0,7.0
1399,18:38:19,0.00756,3.32377,3.32377,0.0,5.0,7.0
1400,18:38:20,0.02005,3.21775,3.21775,0.0,5.0,7.0
1401,18:38:21,0.0325,3.14216,3.14216,0.0,5.0,7.0
1402,18:38:22,0.01496,3.25688,3.25688,0.0,5.0,7.0
1403,18:38:23,0.01754,3.23637,3.23637,0.0,5.0,7.0
1404,18:38:24,0.0075,3.32433,3.32433,0.0,5.0,7.0
1405,18:38:25,0.00501,3.34972,3.34972,0.0,5.0,7.0
1407,18:38:27,0.025,3.18448,3.18448,0.0,5.0,7.0
1408,18:38:28,0.025,3.18448,3.18448,0.0,5.0,7.0
1409,18:38:29,0.02005,3.21775,3.21775,0.0,5.0,7.0
1410,18:38:30,0.01741,3.23738,3.23738,0.0,5.0,7.0
1411,18:38:31,0.01253,3.27748,3.27748,0.0,5.0,7.0
1412,18:38:32,0.02,3.21811,3.21811,0.0,5.0,7.0
1413,18:38:33,0.02757,3.16894,3.16894,0.0,5.0,7.0
1414,18:38:34,0.015,3.25657,3.25657,0.0,5.0,7.0
1415,18:38:35,0.02,3.21811,3.21811,0.0,5.0,7.0
1416,18:38:36,0.01253,3.27748,3.27748,0.0,5.0,7.0
1417,18:38:37,0.01496,3.25688,3.25688,0.0,5.0,7.0
1418,18:38:38,0.03509,3.12962,3.12962,0.0,5.0,7.0
1419,18:38:39,0.02764,3.16853,3.16853,0.0,5.0,7.0
1420,18:38:40,0.01496,3.25688,3.25688,0.0,5.0,7.0
1421,18:38:41,0.01754,3.23637,3.23637,0.0,5.0,7.0
1422,18:38:42,0.01253,3.27748,3.27748,0.0,5.0,7.0
1423,18:38:43,0.00249,3.37701,3.37701,0.0,5.0,7.0
1425,18:38:45,0.02256,3.20034,3.20034,0.0,5.0,7.0
1426,18:38:46,0.025,3.18448,3.18448,0.0,5.0,7.0
1427,18:38:47,0.03258,3.14175,3.14175,0.0,5.0,7.0
1428,18:38:48,0.015,3.25657,3.25657,0.0,5.0,7.0
1429,18:38:49,0.0125,3.27776,3.27776,0.0,5.0,7.0
1430,18:38:50,0.02,3.21811,3.21811,0.0,5.0,7.0
1431,18:38:51,0.01253,3.27748,3.27748,0.0,5.0,7.0
1432,18:38:52,0.02513,3.18369,3.18369,0.0,5.0,7.0
1433,18:38:53,0.01754,3.23637,3.23637,0.0,5.0,7.0
1434,18:38:54,0.015,3.25657,3.25657,0.0,5.0,7.0
1435,18:38:55,0.01256,3.27721,3.27721,0.0,5.0,7.0
1436,18:38:56,0.01754,3.23637,3.23637,0.0,5.0,7.0
1437,18:38:57,0.03008,3.15484,3.15484,0.0,5.0,7.0
1438,18:38:58,0.01005,3.29985,3.29985,0.0,5.0,7.0
1439,18:38:59,0.02,3.21811,3.21811,0.0,5.0,7.0
1440,18:39:00,0.0125,3.27776,3.27776,0.0,5.0,7.0
1441,18:39:01,0.00754,3.32396,3.32396,0.0,5.0,7.0
1443,18:39:03,0.02506,3.18408,3.18408,0.0,5.0,7.0
1444,18:39:04,0.015,3.25657,3.25657,0.0,5.0,7.0
1445,18:39:05,0.0225,3.20072,3.20072,0.0,5.0,7.0
1446,18:39:06,0.01253,3.27748,3.27748,0.0,5.0,7.0
1447,18:39:07,0.015,3.25657,3.25657,0.0,5.0,7.0
1448,18:39:08,0.0375,3.1188,3.1188,0.0,5.0,7.0
1449,18:39:09,0.01253,3.27748,3.27748,0.0,5.0,7.0
1450,18:39:10,0.0125,3.27776,3.27776,0.0,5.0,7.0
1451,18:39:11,0.02005,3.21775,3.21775,0.0,5.0,7.0
1452,18:39:12,0.015,3.25657,3.25657,0.0,5.0,7.0
1453,18:39:13,0.02506,3.18408,3.18408,0.0,5.0,7.0
1454,18:39:15,0.04261,3.09852,3.09852,0.0,5.0,7.0
1455,18:39:16,0.03008,3.15484,3.15484,0.0,5.0,7.0
1456,18:39:17,0.0125,3.27776,3.27776,0.0,5.0,7.0
1457,18:39:18,0.02,3.21811,3.21811,0.0,5.0,7.0
1458,18:39:19,0.01253,3.27748,3.27748,0.0,5.0,7.0
1460,18:39:21,0.01504,3.25626,3.25626,0.0,5.0,7.0
1461,18:39:22,0.02,3.21811,3.21811,0.0,5.0,7.0
1462,18:39:23,0.01253,3.27748,3.27748,0.0,5.0,7.0
1463,18:39:24,0.02,3.21811,3.21811,0.0,5.0,7.0
1464,18:39:25,0.01005,3.29985,3.29985,0.0,5.0,7.0
1465,18:39:26,0.01496,3.25688,3.25688,0.0,5.0,7.0
1466,18:39:27,0.03015,3.15443,3.15443,0.0,5.0,7.0
1467,18:39:28,0.0125,3.27776,3.27776,0.0,5.0,7.0
1468,18:39:29,0.015,3.25657,3.25657,0.0,5.0,7.0
1469,18:39:30,0.02,3.21811,3.21811,0.0,5.0,7.0
1470,18:39:31,0.01253,3.27748,3.27748,0.0,5.0,7.0
1471,18:39:32,0.03,3.15525,3.15525,0.0,5.0,7.0
1472,18:39:33,0.01508,3.25595,3.25595,0.0,5.0,7.0
1473,18:39:34,0.01496,3.25688,3.25688,0.0,5.0,7.0
1474,18:39:35,0.01008,3.29962,3.29962,0.0,5.0,7.0
1475,18:39:36,0.01508,3.25595,3.25595,0.0,5.0,7.0
1476,18:39:37,0.02993,3.15566,3.15566,0.0,5.0,7.0
1477,18:39:38,0.01253,3.27748,3.27748,0.0,5.0,7.0
1478,18:39:39,0.01754,3.23637,3.23637,0.0,5.0,7.0
1480,18:39:41,0.00752,3.32415,3.32415,0.0,5.0,7.0
1481,18:39:42,0.02244,3.2011,3.2011,0.0,5.0,7.0
1482,18:39:43,0.0275,3.16934,3.16934,0.0,5.0,7.0
1483,18:39:44,0.0125,3.27776,3.27776,0.0,5.0,7.0
1484,18:39:45,0.02244,3.2011,3.2011,0.0,5.0,7.0
1485,18:39:46,0.01253,3.27748,3.27748,0.0,5.0,7.0
1486,18:39:47,0.01005,3.29985,3.29985,0.0,5.0,7.0
1487,18:39:48,0.03741,3.11921,3.11921,0.0,5.0,7.0
1488,18:39:49,0.01005,3.29985,3.29985,0.0,5.0,7.0
1489,18:39:50,0.0125,3.27776,3.27776,0.0,5.0,7.0
1490,18:39:51,0.01759,3.23603,3.23603,0.0,5.0,7.0
1491,18:39:52,0.0125,3.27776,3.27776,0.0,5.0,7.0
1492,18:39:53,0.0275,3.16934,3.16934,0.0,5.0,7.0
1493,18:39:54,0.02005,3.21775,3.21775,0.0,5.0,7.0
1494,18:39:55,0.01253,3.27748,3.27748,0.0,5.0,7.0
1495,18:39:56,0.01005,3.29985,3.29985,0.0,5.0,7.0
1496,18:39:57,0.01754,3.23637,3.23637,0.0,5.0,7.0
1497,18:39:58,0.025,3.18448,3.18448,0.0,5.0,7.0
1499,18:40:00,0.025,3.18448,3.18448,0.0,5.0,7.0
1500,18:40:01,0.0175,3.23671,3.23671,0.0,5.0,7.0
1501,18:40:02,0.01746,3.23704,3.23704,0.0,5.0,7.0
1502,18:40:03,0.02244,3.2011,3.2011,0.0,6.0,7.0
1503,18:40:04,0.01005,3.29985,3.29985,0.0,5.0,7.0
1504,18:40:05,0.025,3.18448,3.18448,0.0,5.0,7.0
1505,18:40:06,0.0375,3.1188,3.1188,0.0,5.0,7.0
1506,18:40:07,0.01253,3.27748,3.27748,0.0,5.0,7.0
1507,18:40:08,0.01496,3.25688,3.25688,0.0,5.0,7.0
1508,18:40:09,0.01754,3.23637,3.23637,0.0,5.0,7.0
1509,18:40:10,0.01253,3.27748,3.27748,0.0,5.0,7.0
1510,18:40:11,0.02757,3.16894,3.16894,0.0,5.0,7.0
1511,18:40:12,0.015,3.25657,3.25657,0.0,5.0,7.0
1512,18:40:13,0.01253,3.27748,3.27748,0.0,5.0,7.0
1513,18:40:14,0.01253,3.27748,3.27748,0.0,5.0,7.0
1514,18:40:15,0.02256,3.20034,3.20034,0.0,5.0,7.0
1515,18:40:16,0.025,3.18448,3.18448,0.0,5.0,7.0
1517,18:40:18,0.00503,3.34959,3.34959,0.0,5.0,7.0
1518,18:40:19,0.015,3.25657,3.25657,0.0,5.0,7.0
1519,18:40:20,0.01253,3.27748,3.27748,0.0,5.0,7.0
1520,18:40:21,0.01754,3.23637,3.23637,0.0,5.0,7.0
1521,18:40:22,0.02256,3.20034,3.20034,0.0,5.0,7.0
1522,18:40:23,0.015,3.25657,3.25657,0.0,5.0,7.0
1523,18:40:24,0.01754,3.23637,3.23637,0.0,5.0,7.0
1524,18:40:25,0.01003,3.30009,3.30009,0.0,5.0,7.0
1525,18:40:26,0.01005,3.29985,3.29985,0.0,5.0,7.0
1526,18:40:27,0.02757,3.16894,3.16894,0.0,5.0,7.0
1527,18:40:28,0.01253,3.27748,3.27748,0.0,5.0,7.0
1528,18:40:29,0.01496,3.25688,3.25688,0.0,5.0,7.0
1529,18:40:30,0.02,3.21811,3.21811,0.0,5.0,7.0
1530,18:40:31,0.015,3.25657,3.25657,0.0,5.0,7.0
1531,18:40:32,0.02757,3.16894,3.16894,0.0,5.0,7.0
1532,18:40:33,0.0225,3.20072,3.20072,0.0,5.0,7.0
1533,18:40:34,0.0125,3.27776,3.27776,0.0,5.0,7.0
1534,18:40:35,0.01496,3.25688,3.25688,0.0,5.0,7.0
1535,18:40:36,0.01511,3.25564,3.25564,0.0,5.0,7.0
1537,18:40:38,0.01,3.30032,3.30032,0.0,5.0,7.0
1538,18:40:39,0.01754,3.23637,3.23637,0.0,5.0,7.0
1539,18:40:40,0.01496,3.25688,3.25688,0.0,5.0,7.0
1540,18:40:41,0.01253,3.27748,3.27748,0.0,5.0,7.0
1541,18:40:42,0.01754,3.23637,3.23637,0.0,5.0,7.0
1542,18:40:43,0.02757,3.16894,3.16894,0.0,5.0,7.0
1543,18:40:44,0.01746,3.23704,3.23704,0.0,5.0,7.0
1544,18:40:45,0.02,3.21811,3.21811,0.0,5.0,7.0
1545,18:40:46,0.015,3.25657,3.25657,0.0,5.0,7.0
1546,18:40:47,0.0125,3.27776,3.27776,0.0,5.0,7.0
1547,18:40:48,0.03509,3.12962,3.12962,0.0,5.0,7.0
1548,18:40:49,0.01504,3.25626,3.25626,0.0,5.0,7.0
1549,18:40:50,0.01003,3.30009,3.30009,0.0,5.0,7.0
1550,18:40:51,0.01754,3.23637,3.23637,0.0,5.0,7.0
1551,18:40:52,0.015,3.25657,3.25657,0.0,5.0,7.0
1552,18:40:53,0.0225,3.20072,3.20072,0.0,5.0,7.0
1553,18:40:54,0.04261,3.09852,3.09852,0.0,5.0,7.0
1555,18:40:56,0.00998,3.30055,3.30055,0.0,5.0,7.0
1556,18:40:57,0.015,3.25657,3.25657,0.0,5.0,7.0
1557,18:40:58,0.0125,3.27776,3.27776,0.0,5.0,7.0
1558,18:40:59,0.01253,3.27748,3.27748,0.0,5.0,7.0
1559,18:41:00,0.0399,3.10884,3.10884,0.0,5.0,7.0
1560,18:41:01,0.0175,3.23671,3.23671,0.0,5.0,7.0
1561,18:41:02,0.01253,3.27748,3.27748,0.0,5.0,7.0
1562,18:41:03,0.0225,3.20072,3.20072,0.0,5.0,7.0
1563,18:41:04,0.01253,3.27748,3.27748,0.0,5.0,7.0
1564,18:41:05,0.03,3.15525,3.15525,0.0,5.0,7.0
1565,18:41:06,0.02,3.21811,3.21811,0.0,5.0,7.0
1566,18:41:07,0.0125,3.27776,3.27776,0.0,5.0,7.0
1567,18:41:08,0.01253,3.27748,3.27748,0.0,5.0,7.0
1568,18:41:09,0.02244,3.2011,3.2011,0.0,5.0,7.0
1569,18:41:10,0.0201,3.21739,3.21739,0.0,5.0,7.0
1570,18:41:11,0.02261,3.19996,3.19996,0.0,5.0,7.0
1571,18:41:12,0.03008,3.15484,3.15484,0.0,5.0,7.0
