
2023-07-06 13:45:18 python3.7 02_logisticRegression.py is not running
2023-07-06 13:45:19 python3.7 02_logisticRegression.py is not running
2023-07-06 13:45:20   70809    1961 45.0  0.4 python3.7 02_logisticRegression.py
2023-07-06 13:45:21   70809    1961 59.5  1.2 python3.7 02_logisticRegression.py
2023-07-06 13:45:23   70809    1961 64.0  2.0 python3.7 02_logisticRegression.py
2023-07-06 13:45:24   70809    1961 70.2  3.6 python3.7 02_logisticRegression.py
2023-07-06 13:45:25   70809    1961 77.8 18.1 python3.7 02_logisticRegression.py
2023-07-06 13:45:26   70809    1961 82.6 18.1 python3.7 02_logisticRegression.py
2023-07-06 13:45:27   70809    1961 86.1 30.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:28   70809    1961 88.7 36.3 python3.7 02_logisticRegression.py
2023-07-06 13:45:29   70809    1961 92.5 41.4 python3.7 02_logisticRegression.py
2023-07-06 13:45:30   70809    1961 94.0 29.4 python3.7 02_logisticRegression.py
2023-07-06 13:45:31   70809    1961 87.1 31.0 python3.7 02_logisticRegression.py
2023-07-06 13:45:32   70809    1961 88.6 32.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:33   70809    1961 89.9 34.1 python3.7 02_logisticRegression.py
2023-07-06 13:45:34   70809    1961 91.0 35.6 python3.7 02_logisticRegression.py
2023-07-06 13:45:36   70809    1961 91.9 37.2 python3.7 02_logisticRegression.py
2023-07-06 13:45:37   70809    1961 92.7 38.8 python3.7 02_logisticRegression.py
2023-07-06 13:45:38   70809    1961 93.5 40.3 python3.7 02_logisticRegression.py
2023-07-06 13:45:39   70809    1961 94.3 41.4 python3.7 02_logisticRegression.py
2023-07-06 13:45:40   70809    1961 99.0 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:41   70809    1961 94.2 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:42   70809    1961 90.0 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:43   70809    1961 86.0 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:44   70809    1961 82.5 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:45   70809    1961 79.2 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:46   70809    1961 73.3 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:47   70809    1961 70.7 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:48   70809    1961 68.2 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:49   70809    1961 66.0 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:51   70809    1961 67.3 28.9 python3.7 02_logisticRegression.py
2023-07-06 13:45:52   70809    1961 68.5 15.5 python3.7 02_logisticRegression.py
2023-07-06 13:45:53   70809    1961 69.6 29.2 python3.7 02_logisticRegression.py
2023-07-06 13:45:54   70809    1961 70.7 34.8 python3.7 02_logisticRegression.py
2023-07-06 13:45:55   70809    1961 71.8 40.4 python3.7 02_logisticRegression.py
